"field_name","note","field_keys","field_values","table"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","814","SRV-PRIVATE HOUSEHOLDS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","92113","ADM-PUBLIC FINANCE ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","92119","ADM-OTHER GENERAL GOVERNMENT AND SUPPORT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","9211MP","ADM-EXECUTIVE OFFICES AND LEGISLATIVE BODIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","923","ADM-ADMINISTRATION OF HUMAN RESOURCE PROGRAMS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P1.MIL-U.S.","ARMY","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P2.MIL-U.S.","AIR FORCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P3.MIL-U.S.","NAVY","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P4.MIL-U.S.","MARINES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P5.MIL-U.S.","COAST GUARD","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P6.MIL-U.S.","ARMED FORCES, BRANCH NOT SPECIFIED","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928110P7.MIL-MILITARY","RESERVES OR NATIONAL GUARD","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","928P","ADM-NATIONAL SECURITY AND INTERNATIONAL AFFAIRS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","92M1","ADM-ADMINISTRATION OF ENVIRONMENTAL QUALITY AND HOUSING PROGRAMS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","92M2","ADM-ADMINISTRATION OF ECONOMIC PROGRAMS AND SPACE RESEARCH","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","92MP","ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","9920","UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED**","pus"
"NATIVITY","Nativity","1","Native","pus"
"NATIVITY","Nativity","2","Foreign born","pus"
"NOP","Nativity of parent","b","N/A (greater than 17 years old/not an own child of householder,and not child in subfamily)","pus"
"NOP","Nativity of parent","1","Living with two parents: Both parents NATIVE","pus"
"NOP","Nativity of parent","2","Living with two parents: Father only FOREIGN BORN","pus"
"NOP","Nativity of parent","3","Living with two parents: Mother only FOREIGN BORN","pus"
"NOP","Nativity of parent","4","Living with two parents: BOTH parents FOREIGN BORN","pus"
"NOP","Nativity of parent","5","Living with father only: Father NATIVE","pus"
"NOP","Nativity of parent","6","Living with father only: Father FOREIGN BORN","pus"
"NOP","Nativity of parent","7","Living with mother only: Mother NATIVE","pus"
"NOP","Nativity of parent","8","Living with mother only: Mother FOREIGN BORN","pus"
"OC","Own child","0","No (includes GQ)","pus"
"OC","Own child","1","Yes","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","bbbb","N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked)","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0010","MGR-CHIEF EXECUTIVES AND LEGISLATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0020","MGR-GENERAL AND OPERATIONS MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0040","MGR-ADVERTISING AND PROMOTIONS MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0050","MGR-MARKETING AND SALES MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0060","MGR-PUBLIC RELATIONS AND FUNDRAISING MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0100","MGR-ADMINISTRATIVE SERVICES MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0110","MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0120","MGR-FINANCIAL MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0135","MGR-COMPENSATION AND BENEFITS MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0136","MGR-HUMAN RESOURCES MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0137","MGR-TRAINING AND DEVELOPMENT MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0140","MGR-INDUSTRIAL PRODUCTION MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0150","MGR-PURCHASING MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0160","MGR-TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0205","MGR-FARMERS, RANCHERS, AND OTHER AGRICULTURAL MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0220","MGR-CONSTRUCTION MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0230","MGR-EDUCATION ADMINISTRATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0300","MGR-ARCHITECTURAL AND ENGINEERING MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0310","MGR-FOOD SERVICE MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0330","MGR-GAMING MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0340","MGR-LODGING MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0350","MGR-MEDICAL AND HEALTH SERVICES MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0360","MGR-NATURAL SCIENCES MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0410","MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0420","MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0425","MGR-EMERGENCY MANAGEMENT DIRECTORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0430","MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE MANAGERS AND POSTMASTERS AND MAIL SUPERINTENDENTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0500","BUS-AGENTS AND BUSINESS MANAGERS OF ARTISTS, PERFORMERS,AND ATHLETES","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0510","BUS-BUYERS AND PURCHASING AGENTS, FARM PRODUCTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0520","BUS-WHOLESALE AND RETAIL BUYERS, EXCEPT FARM PRODUCTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0530","BUS-PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, AND FARM PRODUCTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0540","BUS-CLAIMS ADJUSTERS, APPRAISERS, EXAMINERS, AND INVESTIGATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0565","BUS-COMPLIANCE OFFICERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0600","BUS-COST ESTIMATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0630","BUS-HUMAN RESOURCES WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0640","BUS-COMPENSATION, BENEFITS, AND JOB ANALYSIS SPECIALISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0650","BUS-TRAINING AND DEVELOPMENT SPECIALISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0700","BUS-LOGISTICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0710","BUS-MANAGEMENT ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0725","BUS-MEETING, CONVENTION, AND EVENT PLANNERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0726","BUS-FUNDRAISERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0735","BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0740","BUS-BUSINESS OPERATIONS SPECIALISTS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0800","FIN-ACCOUNTANTS AND AUDITORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0810","FIN-APPRAISERS AND ASSESSORS OF REAL ESTATE","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0820","FIN-BUDGET ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0830","FIN-CREDIT ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0840","FIN-FINANCIAL ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0850","FIN-PERSONAL FINANCIAL ADVISORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0860","FIN-INSURANCE UNDERWRITERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0900","FIN-FINANCIAL EXAMINERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0910","FIN-CREDIT COUNSELORS AND LOAN OFFICERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0930","FIN-TAX EXAMINERS AND COLLECTORS, AND REVENUE AGENTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0940","FIN-TAX PREPARERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","0950","FIN-FINANCIAL SPECIALISTS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1005","CMM-COMPUTER AND INFORMATION RESEARCH SCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1006","CMM-COMPUTER SYSTEMS ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1007","CMM-INFORMATION SECURITY ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1010","CMM-COMPUTER PROGRAMMERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1020","CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1030","CMM-WEB DEVELOPERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1050","CMM-COMPUTER SUPPORT SPECIALISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1060","CMM-DATABASE ADMINISTRATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1105","CMM-NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1106","CMM-COMPUTER NETWORK ARCHITECTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1107","CMM-COMPUTER OCCUPATIONS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1200","CMM-ACTUARIES","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1220","CMM-OPERATIONS RESEARCH ANALYSTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1240","CMM-MISCELLANEOUS MATHEMATICAL SCIENCE OCCUPATIONS,INCLUDING MATHEMATICIANS AND STATISTICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1300","ENG-ARCHITECTS, EXCEPT NAVAL","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1310","ENG-SURVEYORS, CARTOGRAPHERS, AND PHOTOGRAMMETRISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1320","ENG-AEROSPACE ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1340","ENG-BIOMEDICAL AND AGRICULTURAL ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1350","ENG-CHEMICAL ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1360","ENG-CIVIL ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1400","ENG-COMPUTER HARDWARE ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1410","ENG-ELECTRICAL AND ELECTRONICS ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1420","ENG-ENVIRONMENTAL ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1430","ENG-INDUSTRIAL ENGINEERS, INCLUDING HEALTH AND SAFETY","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1440","ENG-MARINE ENGINEERS AND NAVAL ARCHITECTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1450","ENG-MATERIALS ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1460","ENG-MECHANICAL ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1520","ENG-PETROLEUM, MINING AND GEOLOGICAL ENGINEERS, INCLUDING MINING SAFETY ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1530","ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1540","ENG-DRAFTERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1550","ENG-ENGINEERING TECHNICIANS, EXCEPT DRAFTERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1560","ENG-SURVEYING AND MAPPING TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1600","SCI-AGRICULTURAL AND FOOD SCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1610","SCI-BIOLOGICAL SCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1640","SCI-CONSERVATION SCIENTISTS AND FORESTERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1650","SCI-MEDICAL SCIENTISTS, AND LIFE SCIENTISTS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1700","SCI-ASTRONOMERS AND PHYSICISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1710","SCI-ATMOSPHERIC AND SPACE SCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1720","SCI-CHEMISTS AND MATERIALS SCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1740","SCI-ENVIRONMENTAL SCIENTISTS AND GEOSCIENTISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1760","SCI-PHYSICAL SCIENTISTS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1800","SCI-ECONOMISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1820","SCI-PSYCHOLOGISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1840","SCI-URBAN AND REGIONAL PLANNERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1860","SCI-MISCELLANEOUS SOCIAL SCIENTISTS, INCLUDING SURVEY RESEARCHERS AND SOCIOLOGISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1900","SCI-AGRICULTURAL AND FOOD SCIENCE TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1910","SCI-BIOLOGICAL TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1920","SCI-CHEMICAL TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1930","SCI-GEOLOGICAL AND PETROLEUM TECHNICIANS, AND NUCLEAR TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","1965","SCI-MISCELLANEOUS LIFE, PHYSICAL, AND SOCIAL SCIENCE TECHNICIANS, INCLUDING SOCIAL SCIENCE RESEARCH ASSISTANTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2000","CMS-COUNSELORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2010","CMS-SOCIAL WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2015","CMS-PROBATION OFFICERS AND CORRECTIONAL TREATMENT SPECIALISTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2016","CMS-SOCIAL AND HUMAN SERVICE ASSISTANTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2025","CMS-MISCELLANEOUS COMMUNITY AND SOCIAL SERVICE SPECIALISTS,INCLUDING HEALTH EDUCATORS AND COMMUNITY HEALTH WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2040","CMS-CLERGY","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2050","CMS-DIRECTORS, RELIGIOUS ACTIVITIES AND EDUCATION","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2060","CMS-RELIGIOUS WORKERS, ALL OTHER","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2100","LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2105","LGL-JUDICIAL LAW CLERKS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2145","LGL-PARALEGALS AND LEGAL ASSISTANTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2160","LGL-MISCELLANEOUS LEGAL SUPPORT WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2200","EDU-POSTSECONDARY TEACHERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2300","EDU-PRESCHOOL AND KINDERGARTEN TEACHERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2310","EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2320","EDU-SECONDARY SCHOOL TEACHERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2330","EDU-SPECIAL EDUCATION TEACHERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2340","EDU-OTHER TEACHERS AND INSTRUCTORS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2400","EDU-ARCHIVISTS, CURATORS, AND MUSEUM TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2430","EDU-LIBRARIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2440","EDU-LIBRARY TECHNICIANS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2540","EDU-TEACHER ASSISTANTS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2550","EDU-OTHER EDUCATION, TRAINING, AND LIBRARY WORKERS","pus"
"OCCP","Occupation recode for 2012 and later based on 2010 OCC codes","2600","ENT-ARTISTS AND RELATED WORKERS","pus"
